city,city_ascii,state_id,lat,lng
Buford,Buford,GA,34.1192,-83.9903
Clayton,Clayton,MO,38.6444,-90.3303
Avenel,Avenel,NJ,40.5842,-74.2716
Danville,Danville,KY,37.6418,-84.7777
Flowing Wells,Flowing Wells,AZ,32.2937,-111.011
Calhoun,Calhoun,GA,34.491,-84.9386
North Decatur,North Decatur,GA,33.8074,-84.2889
Hinsdale,Hinsdale,IL,41.8007,-87.9273
Bellaire,Bellaire,TX,29.704,-95.4621
Pinewood,Pinewood,FL,25.8697,-80.2174
Fairview Park,Fairview Park,OH,41.4419,-81.853
Graham,Graham,NC,36.0589,-79.3894
Beckley,Beckley,WV,37.7877,-81.1841
Manassas Park,Manassas Park,VA,38.7709,-77.4429
Easton,Easton,MD,38.776,-76.0701
Kaukauna,Kaukauna,WI,44.2773,-88.2641
Groves,Groves,TX,29.9457,-93.9164
Oswego,Oswego,NY,43.4516,-76.5005
Estelle,Estelle,LA,29.8447,-90.1021
Lake St. Louis,Lake St. Louis,MO,38.7846,-90.7886
Safety Harbor,Safety Harbor,FL,28.008,-82.6964
El Segundo,El Segundo,CA,33.917,-118.4018
Upper Grand Lagoon,Upper Grand Lagoon,FL,30.169,-85.7407
Cañon City,Canon City,CO,38.443,-105.2203
Tifton,Tifton,GA,31.4624,-83.5203
Massapequa Park,Massapequa Park,NY,40.6817,-73.4496
Norwalk,Norwalk,OH,41.2443,-82.6088
Bristol,Bristol,VA,36.6181,-82.1604
Addison,Addison,TX,32.959,-96.8355
Milledgeville,Milledgeville,GA,33.0874,-83.2414
Huntington,Huntington,IN,40.881,-85.5063
Port Washington,Port Washington,NY,40.8268,-73.6765
Wixom,Wixom,MI,42.5243,-83.5346
Pendleton,Pendleton,OR,45.6757,-118.8201
Hannibal,Hannibal,MO,39.7098,-91.3939
Gainesville,Gainesville,VA,38.7931,-77.6347
Aberdeen,Aberdeen,WA,46.9757,-123.8094
Dallas,Dallas,OR,44.9221,-123.313
Myrtle Grove,Myrtle Grove,FL,30.4158,-87.3027
Adelphi,Adelphi,MD,39.0017,-76.9649
Heber,Heber,UT,40.507,-111.3986
Hampton Bays,Hampton Bays,NY,40.8695,-72.5225
Bridgeview,Bridgeview,IL,41.7403,-87.8067
Ashwaubenon,Ashwaubenon,WI,44.4796,-88.0889
Powder Springs,Powder Springs,GA,33.8659,-84.684
McKinleyville,McKinleyville,CA,40.9488,-124.0857
Laconia,Laconia,NH,43.5725,-71.4775
Belle Glade,Belle Glade,FL,26.6916,-80.6656
Colonial Park,Colonial Park,PA,40.2987,-76.8069
Farmingville,Farmingville,NY,40.839,-73.0404
New Milford,New Milford,NJ,40.9337,-74.0196
Marion,Marion,IL,37.7345,-88.942
Pampa,Pampa,TX,35.5479,-100.9651
Mount Vernon,Mount Vernon,OH,40.3854,-82.4737
Moraga,Moraga,CA,37.8439,-122.1225
Defiance,Defiance,OH,41.2813,-84.3657
Bostonia,Bostonia,CA,32.8189,-116.948
Damascus,Damascus,MD,39.2701,-77.1957
Hot Springs Village,Hot Springs Village,AR,34.6566,-92.9643
Mattoon,Mattoon,IL,39.4774,-88.3623
Washougal,Washougal,WA,45.5825,-122.3451
Long Beach,Long Beach,MS,30.3608,-89.1651
Truckee,Truckee,CA,39.3455,-120.1848
Palmetto Estates,Palmetto Estates,FL,25.6211,-80.3616
Sunland Park,Sunland Park,NM,31.8201,-106.5958
Humacao,Humacao,PR,18.152,-65.8204
Havelock,Havelock,NC,34.9078,-76.8987
Donna,Donna,TX,26.1468,-98.0559
New Port Richey,New Port Richey,FL,28.2468,-82.717
Centerville,Centerville,UT,40.9284,-111.8848
Kings Park,Kings Park,NY,40.8881,-73.2475
Vincennes,Vincennes,IN,38.6759,-87.5102
La Vista,La Vista,NE,41.1816,-96.0664
Firestone,Firestone,CO,40.1565,-104.9494
Richmond Hill,Richmond Hill,GA,31.9012,-81.3125
Westchester,Westchester,IL,41.8492,-87.8906
Holly Springs,Holly Springs,GA,34.1681,-84.4847
Murraysville,Murraysville,NC,34.2919,-77.8429
Ferndale,Ferndale,MD,39.1869,-76.6331
Hueytown,Hueytown,AL,33.4239,-87.022
Beaver Dam,Beaver Dam,WI,43.4688,-88.8309
Calera,Calera,AL,33.1254,-86.7449
Lake Mary,Lake Mary,FL,28.7592,-81.336
Glenmont,Glenmont,MD,39.0698,-77.0467
Millbrook,Millbrook,AL,32.5027,-86.3737
Red Wing,Red Wing,MN,44.5817,-92.6036
Bull Run,Bull Run,VA,38.7802,-77.5204
Clearlake,Clearlake,CA,38.9589,-122.633
Morton,Morton,IL,40.6135,-89.4669
Three Lakes,Three Lakes,FL,25.6415,-80.4
Rio Linda,Rio Linda,CA,38.6875,-121.4417
Wailuku,Wailuku,HI,20.8834,-156.5059
Country Club Hills,Country Club Hills,IL,41.5636,-87.7251
Warrington,Warrington,FL,30.3835,-87.2946
Humble,Humble,TX,29.9921,-95.2655
Menomonie,Menomonie,WI,44.8893,-91.9084
West Richland,West Richland,WA,46.3115,-119.3999
Ada,Ada,OK,34.7662,-96.6681
Vero Beach,Vero Beach,FL,27.6463,-80.393
Madison,Madison,NJ,40.7586,-74.4169
East Highland Park,East Highland Park,VA,37.577,-77.3865
Ukiah,Ukiah,CA,39.1464,-123.2105
Ham Lake,Ham Lake,MN,45.2545,-93.2039
Jasper,Jasper,IN,38.3933,-86.9402
Hillcrest Heights,Hillcrest Heights,MD,38.8373,-76.9641
Warsaw,Warsaw,IN,41.2448,-85.8465
Fairburn,Fairburn,GA,33.5496,-84.5914
Lake Wales,Lake Wales,FL,27.9195,-81.5961
Fillmore,Fillmore,CA,34.3989,-118.9174
Ojus,Ojus,FL,25.9563,-80.1606
Taylor,Taylor,TX,30.5729,-97.4268
Glenn Heights,Glenn Heights,TX,32.5506,-96.8548
Albemarle,Albemarle,NC,35.3594,-80.1915
Cloverly,Cloverly,MD,39.1064,-76.9995
Auburndale,Auburndale,FL,28.0963,-81.8012
Pearl River,Pearl River,NY,41.0615,-74.0047
Aberdeen,Aberdeen,MD,39.5151,-76.1733
Spanish Springs,Spanish Springs,NV,39.6568,-119.6694
Hanover,Hanover,PA,39.8118,-76.9836
Dyer,Dyer,IN,41.4977,-87.509
Vienna,Vienna,VA,38.8996,-77.2597
Dentsville,Dentsville,SC,34.0754,-80.9547
Tahlequah,Tahlequah,OK,35.9112,-94.977
Hollins,Hollins,VA,37.3434,-79.9534
Radford,Radford,VA,37.1229,-80.5587
Payson,Payson,AZ,34.2433,-111.3195
Mercedes,Mercedes,TX,26.1533,-97.9128
Fairview Heights,Fairview Heights,IL,38.5974,-90.0053
Fullerton,Fullerton,PA,40.6309,-75.4834
North Arlington,North Arlington,NJ,40.7874,-74.1273
Grosse Pointe Woods,Grosse Pointe Woods,MI,42.4366,-82.8987
Crawfordsville,Crawfordsville,IN,40.0428,-86.8976
Muscle Shoals,Muscle Shoals,AL,34.7432,-87.6343
Mount Dora,Mount Dora,FL,28.8142,-81.6344
Sunnyside,Sunnyside,WA,46.3157,-120.0058
Poplar Bluff,Poplar Bluff,MO,36.7632,-90.4135
Douglas,Douglas,AZ,31.3602,-109.5394
Fort Drum,Fort Drum,NY,44.045,-75.7845
Buffalo,Buffalo,MN,45.1794,-93.8644
Welby,Welby,CO,39.8403,-104.9655
Center Point,Center Point,AL,33.6447,-86.6852
Glen Allen,Glen Allen,VA,37.666,-77.4838
Parkway,Parkway,CA,38.4993,-121.452
Artesia,Artesia,CA,33.8676,-118.0805
Chickasha,Chickasha,OK,35.0409,-97.9474
Opa-locka,Opa-locka,FL,25.8997,-80.2551
Hermitage,Hermitage,PA,41.2305,-80.4413
Lemay,Lemay,MO,38.5325,-90.2845
Walnut Park,Walnut Park,CA,33.9682,-118.222
Stallings,Stallings,NC,35.1088,-80.6598
Mastic Beach,Mastic Beach,NY,40.7664,-72.8369
Berea,Berea,SC,34.8802,-82.465
Griffith,Griffith,IN,41.5277,-87.4239
Ocean Pointe,Ocean Pointe,HI,21.3145,-158.0289
Dyersburg,Dyersburg,TN,36.0465,-89.3777
South Houston,South Houston,TX,29.6611,-95.2285
Hibbing,Hibbing,MN,47.398,-92.9486
River Falls,River Falls,WI,44.8609,-92.6247
Four Corners,Four Corners,OR,44.929,-122.9732
Troutdale,Troutdale,OR,45.5372,-122.3955
Sikeston,Sikeston,MO,36.8854,-89.5877
Sayville,Sayville,NY,40.7478,-73.084
La Grange,La Grange,IL,41.8072,-87.8741
Saraland,Saraland,AL,30.8479,-88.1004
Ripon,Ripon,CA,37.7417,-121.131
Bellevue,Bellevue,WI,44.4592,-87.955
South River,South River,NJ,40.4455,-74.3783
Seymour,Seymour,TN,35.8783,-83.7669
Eloy,Eloy,AZ,32.747,-111.5992
Mount Pleasant,Mount Pleasant,TX,33.1586,-94.9727
Dickson,Dickson,TN,36.0637,-87.3665
Gardendale,Gardendale,AL,33.6677,-86.8069
Grovetown,Grovetown,GA,33.4503,-82.2073
Stone Ridge,Stone Ridge,VA,38.9294,-77.5557
Lady Lake,Lady Lake,FL,28.9241,-81.9299
Bay Village,Bay Village,OH,41.4851,-81.9317
Fort Mohave,Fort Mohave,AZ,35.0004,-114.5748
Hewitt,Hewitt,TX,31.452,-97.196
Sulphur Springs,Sulphur Springs,TX,33.1421,-95.6122
Mountain Home,Mountain Home,ID,43.1324,-115.697
Azalea Park,Azalea Park,FL,28.5473,-81.2956
Americus,Americus,GA,32.0736,-84.2248
Lithia Springs,Lithia Springs,GA,33.7811,-84.6487
Grandville,Grandville,MI,42.9004,-85.7564
Fort Hunt,Fort Hunt,VA,38.7361,-77.0589
Youngsville,Youngsville,LA,30.0963,-91.9968
The Dalles,The Dalles,OR,45.6053,-121.1818
Washington,Washington,IL,40.705,-89.434
Dublin,Dublin,GA,32.536,-82.928
St. Simons,St. Simons,GA,31.1775,-81.3857
Kerman,Kerman,CA,36.7248,-120.0625
Clarksburg,Clarksburg,WV,39.2862,-80.3232
Frankfort,Frankfort,IN,40.281,-86.5212
Viera West,Viera West,FL,28.2467,-80.7387
Coos Bay,Coos Bay,OR,43.3789,-124.233
Marco Island,Marco Island,FL,25.933,-81.6993
Summerfield,Summerfield,MD,38.9042,-76.8678
Bellmore,Bellmore,NY,40.6569,-73.5285
Middleburg Heights,Middleburg Heights,OH,41.3696,-81.815
Alpine,Alpine,CA,32.8439,-116.7585
Brooklyn Park,Brooklyn Park,MD,39.217,-76.6174
Fremont,Fremont,OH,41.3535,-83.1147
Floral Park,Floral Park,NY,40.7227,-73.7029
Highland Village,Highland Village,TX,33.0897,-97.0615
Prospect Heights,Prospect Heights,IL,42.1039,-87.9267
Seaford,Seaford,NY,40.6678,-73.4922
Jamestown,Jamestown,ND,46.9063,-98.6937
Gatesville,Gatesville,TX,31.4445,-97.7317
Indianola,Indianola,IA,41.3629,-93.5652
Overland,Overland,MO,38.6966,-90.3689
Hugo,Hugo,MN,45.1671,-92.9588
Elkton,Elkton,MD,39.6066,-75.8209
Seven Oaks,Seven Oaks,SC,34.0475,-81.1435
Port Orchard,Port Orchard,WA,47.5163,-122.661
Rutland,Rutland,VT,43.6092,-72.9783
Opelousas,Opelousas,LA,30.5252,-92.0816
Niceville,Niceville,FL,30.529,-86.4748
Westbury,Westbury,NY,40.7599,-73.5891
Waterville,Waterville,ME,44.5441,-69.6624
Thibodaux,Thibodaux,LA,29.7949,-90.8146
Susanville,Susanville,CA,40.4206,-120.6132
Wildwood,Wildwood,FL,28.7752,-82.0075
Live Oak,Live Oak,TX,29.5545,-98.3404
Whitewater,Whitewater,WI,42.8372,-88.7341
Lynden,Lynden,WA,48.9502,-122.4545
Wolf Trap,Wolf Trap,VA,38.9395,-77.2842
Hayden,Hayden,ID,47.768,-116.804
Southern Pines,Southern Pines,NC,35.1927,-79.4039
Weston,Weston,WI,44.8906,-89.5487
Newton,Newton,IA,41.6963,-93.0403
Grain Valley,Grain Valley,MO,39.0171,-94.2084
Mount Clemens,Mount Clemens,MI,42.5977,-82.8821
Hartford,Hartford,WI,43.3223,-88.3784
Mitchell,Mitchell,SD,43.7294,-98.0337
Chubbuck,Chubbuck,ID,42.9263,-112.4623
Coto de Caza,Coto de Caza,CA,33.5959,-117.586
Longwood,Longwood,FL,28.7014,-81.3487
Fort Leonard Wood,Fort Leonard Wood,MO,37.7562,-92.1274
Shively,Shively,KY,38.197,-85.8136
Princeton Meadows,Princeton Meadows,NJ,40.3347,-74.5651
Red Hill,Red Hill,SC,33.7777,-79.0111
Dixon,Dixon,IL,41.8439,-89.4794
Southchase,Southchase,FL,28.3793,-81.3903
New Haven,New Haven,IN,41.0676,-85.0174
Scottsboro,Scottsboro,AL,34.6438,-86.0491
Greenwood Village,Greenwood Village,CO,39.6153,-104.9131
Los Osos,Los Osos,CA,35.3065,-120.8242
Rendon,Rendon,TX,32.5789,-97.2349
La Palma,La Palma,CA,33.8504,-118.0407
Aldine,Aldine,TX,29.9123,-95.3784
Batavia,Batavia,NY,42.9987,-78.1802
Rossville,Rossville,MD,39.3572,-76.4767
Cherryland,Cherryland,CA,37.6792,-122.1038
Carthage,Carthage,MO,37.1503,-94.3225
White Oak,White Oak,MD,39.0451,-76.9885
White Center,White Center,WA,47.5086,-122.3479
Traverse City,Traverse City,MI,44.7546,-85.6038
Andover,Andover,KS,37.6873,-97.1352
Greeneville,Greeneville,TN,36.168,-82.8197
Bemidji,Bemidji,MN,47.4828,-94.8797
Northview,Northview,MI,43.0427,-85.6016
Yankton,Yankton,SD,42.8901,-97.3927
Dayton,Dayton,NV,39.2592,-119.5653
Hartselle,Hartselle,AL,34.4391,-86.9396
Glasgow,Glasgow,DE,39.6015,-75.7473
Berea,Berea,KY,37.5904,-84.2898
Grimes,Grimes,IA,41.6779,-93.7947
Jackson,Jackson,MO,37.3792,-89.6522
Bradley,Bradley,IL,41.1641,-87.8452
Homosassa Springs,Homosassa Springs,FL,28.8119,-82.5392
Discovery Bay,Discovery Bay,CA,37.9063,-121.599
Eden,Eden,NC,36.5027,-79.7412
Uvalde,Uvalde,TX,29.2152,-99.7782
Manor,Manor,TX,30.3562,-97.5227
Fruitville,Fruitville,FL,27.3328,-82.4616
Franklin Park,Franklin Park,PA,40.5903,-80.0999
Tenafly,Tenafly,NJ,40.9176,-73.9532
Ladson,Ladson,SC,33.0093,-80.1078
Harper Woods,Harper Woods,MI,42.439,-82.9293
Norridge,Norridge,IL,41.9637,-87.8231
Chaparral,Chaparral,NM,32.0442,-106.406
Palmer Ranch,Palmer Ranch,FL,27.2286,-82.4672
Vincent,Vincent,CA,34.0983,-117.9238
Rio Grande City,Rio Grande City,TX,26.3808,-98.8215
Vail,Vail,AZ,32.0217,-110.6937
Springdale,Springdale,NJ,39.8769,-74.9724
Palmview,Palmview,TX,26.2318,-98.3823
Asbury Park,Asbury Park,NJ,40.2226,-74.0119
Melissa,Melissa,TX,33.2891,-96.5573
Glenn Dale,Glenn Dale,MD,38.9833,-76.804
Wilmington Island,Wilmington Island,GA,32.0033,-80.9752
Johnson City,Johnson City,NY,42.123,-75.9624
Macomb,Macomb,IL,40.4709,-90.6807
Phillipsburg,Phillipsburg,NJ,40.6894,-75.1821
Monroe,Monroe,OH,39.4461,-84.3667
Chelsea,Chelsea,AL,33.3262,-86.63
Davidson,Davidson,NC,35.484,-80.8247
Beech Grove,Beech Grove,IN,39.7157,-86.0871
Gulf Shores,Gulf Shores,AL,30.2764,-87.7017
Greenlawn,Greenlawn,NY,40.8632,-73.3646
Ewa Beach,Ewa Beach,HI,21.3181,-158.0073
Yauco,Yauco,PR,18.0344,-66.8615
Kenmore,Kenmore,NY,42.9646,-78.8713
Berkley,Berkley,MI,42.4986,-83.1853
Roanoke Rapids,Roanoke Rapids,NC,36.4452,-77.649
Depew,Depew,NY,42.9118,-78.7043
Vandalia,Vandalia,OH,39.8791,-84.193
Ferndale,Ferndale,WA,48.8526,-122.5894
New Cassel,New Cassel,NY,40.7602,-73.5649
Gloversville,Gloversville,NY,43.0491,-74.3465
Hendersonville,Hendersonville,NC,35.3247,-82.4575
Pacific Grove,Pacific Grove,CA,36.6188,-121.9259
Tonawanda,Tonawanda,NY,43.0105,-78.8805
Canyon,Canyon,TX,34.9911,-101.919
Eggertsville,Eggertsville,NY,42.9665,-78.8065
West Park,West Park,FL,25.984,-80.1923
Talladega,Talladega,AL,33.4333,-86.0986
Hazel Park,Hazel Park,MI,42.4619,-83.0977
Front Royal,Front Royal,VA,38.926,-78.1838
Spring Creek,Spring Creek,NV,40.745,-115.5983
Royse City,Royse City,TX,32.9762,-96.3175
Mineral Wells,Mineral Wells,TX,32.8169,-98.0776
Glasgow,Glasgow,KY,37.0048,-85.9263
Frederick,Frederick,CO,40.1088,-104.9701
Monroe,Monroe,GA,33.799,-83.7161
South Farmingdale,South Farmingdale,NY,40.7175,-73.4473
Lebanon,Lebanon,MO,37.6717,-92.6603
Lockhart,Lockhart,FL,28.627,-81.4354
California City,California City,CA,35.1578,-117.8721
Worthington,Worthington,OH,40.095,-83.0209
Henderson,Henderson,NC,36.3256,-78.4151
Buda,Buda,TX,30.0758,-97.8487
Highland Park,Highland Park,NJ,40.5006,-74.4283
Laurinburg,Laurinburg,NC,34.7602,-79.4773
Great Falls,Great Falls,VA,39.011,-77.3013
Mastic,Mastic,NY,40.8096,-72.8479
West University Place,West University Place,TX,29.7157,-95.4321
Lakeland North,Lakeland North,WA,47.3374,-122.2812
Weigelstown,Weigelstown,PA,39.9852,-76.8306
Metuchen,Metuchen,NJ,40.5424,-74.3628
Hereford,Hereford,TX,34.8225,-102.4001
Fairview,Fairview,NJ,40.8182,-74.0022
Riverdale,Riverdale,GA,33.5639,-84.4103
East Rancho Dominguez,East Rancho Dominguez,CA,33.8949,-118.1956
Hickory Hills,Hickory Hills,IL,41.7248,-87.828
Lake Arbor,Lake Arbor,MD,38.9105,-76.8304
Swansea,Swansea,IL,38.5507,-89.9858
Highland Springs,Highland Springs,VA,37.5516,-77.3285
Oldsmar,Oldsmar,FL,28.0506,-82.6698
Greensburg,Greensburg,PA,40.3113,-79.5445
Boulder City,Boulder City,NV,35.8407,-114.9257
Red Oak,Red Oak,TX,32.5212,-96.7866
Sterling,Sterling,IL,41.7996,-89.6956
Forest City,Forest City,FL,28.6619,-81.4444
Salida,Salida,CA,37.7083,-121.0842
Belmont,Belmont,NC,35.2212,-81.0401
Lemon Hill,Lemon Hill,CA,38.5172,-121.4573
Fort Payne,Fort Payne,AL,34.4559,-85.6965
Tanque Verde,Tanque Verde,AZ,32.2687,-110.7437
Whitefish Bay,Whitefish Bay,WI,43.1131,-87.9003
Waunakee,Waunakee,WI,43.1829,-89.4447
Alexander City,Alexander City,AL,32.9229,-85.9358
Williamstown,Williamstown,NJ,39.6874,-74.9786
Washington,Washington,MO,38.5515,-91.0154
Clarksdale,Clarksdale,MS,34.1933,-90.5693
Piney Green,Piney Green,NC,34.7498,-77.3208
Hudson,Hudson,WI,44.9639,-92.7312
Deming,Deming,NM,32.2631,-107.7525
Havre de Grace,Havre de Grace,MD,39.548,-76.1146
Lilburn,Lilburn,GA,33.8897,-84.1364
Mount Vernon,Mount Vernon,IL,38.314,-88.9174
Ramsey,Ramsey,NJ,41.0595,-74.1454
Hammonton,Hammonton,NJ,39.6572,-74.7678
Great Bend,Great Bend,KS,38.3593,-98.8015
Greendale,Greendale,WI,42.9371,-88.0018
Isla Vista,Isla Vista,CA,34.4128,-119.8614
Antioch,Antioch,IL,42.4742,-88.0721
Gladeview,Gladeview,FL,25.8395,-80.2368
Hershey,Hershey,PA,40.2806,-76.6458
Owosso,Owosso,MI,42.9955,-84.176
Fraser,Fraser,MI,42.5388,-82.9496
Lake Stickney,Lake Stickney,WA,47.8733,-122.2582
North New Hyde Park,North New Hyde Park,NY,40.746,-73.6876
Flower Hill,Flower Hill,MD,39.1676,-77.1824
Parlier,Parlier,CA,36.6087,-119.5434
Chippewa Falls,Chippewa Falls,WI,44.9358,-91.3902
Groveton,Groveton,VA,38.7605,-77.098
Hutchinson,Hutchinson,MN,44.8855,-94.3768
Broadlands,Broadlands,VA,39.0168,-77.5167
Red Bluff,Red Bluff,CA,40.1735,-122.2413
Falls Church,Falls Church,VA,38.8847,-77.1751
Port Royal,Port Royal,SC,32.3557,-80.7029
Key Biscayne,Key Biscayne,FL,25.6908,-80.1653
Salem Lakes,Salem Lakes,WI,42.5366,-88.1306
Belvedere Park,Belvedere Park,GA,33.7489,-84.2599
Clarkston,Clarkston,GA,33.8117,-84.2403
Moultrie,Moultrie,GA,31.1591,-83.7708
Reidsville,Reidsville,NC,36.3376,-79.6725
Middlesex,Middlesex,NJ,40.5744,-74.5011
Corinth,Corinth,MS,34.9474,-88.5143
Lebanon,Lebanon,NH,43.6353,-72.2531
McCalla,McCalla,AL,33.3023,-87.0302
Morris,Morris,IL,41.3749,-88.4304
Lockhart,Lockhart,TX,29.8785,-97.6831
Santaquin,Santaquin,UT,39.9708,-111.7941
Scottsbluff,Scottsbluff,NE,41.8684,-103.6616
Jasper,Jasper,AL,33.8508,-87.271
Robbinsdale,Robbinsdale,MN,45.0261,-93.3332
Short Hills,Short Hills,NJ,40.7389,-74.3278
West Freehold,West Freehold,NJ,40.2324,-74.2943
Monticello,Monticello,MN,45.2991,-93.7996
Anderson Creek,Anderson Creek,NC,35.2657,-78.958
Nolensville,Nolensville,TN,35.9572,-86.6719
Chatham,Chatham,IL,39.6733,-89.6934
Black Forest,Black Forest,CO,39.0608,-104.6752
Cayey,Cayey,PR,18.115,-66.163
Brainerd,Brainerd,MN,46.3553,-94.1983
Hopatcong,Hopatcong,NJ,40.9541,-74.6593
Halawa,Halawa,HI,21.3753,-157.9185
Minneola,Minneola,FL,28.6067,-81.7322
Dumas,Dumas,TX,35.8613,-101.9642
North Auburn,North Auburn,CA,38.9306,-121.082
Lindenhurst,Lindenhurst,IL,42.4175,-88.0257
Alexandria,Alexandria,MN,45.8776,-95.3767
Sierra Vista Southeast,Sierra Vista Southeast,AZ,31.4525,-110.216
Edgewater,Edgewater,NJ,40.8237,-73.974
Washington Court House,Washington Court House,OH,39.5381,-83.4281
Lake Wylie,Lake Wylie,SC,35.0997,-81.0678
Natchez,Natchez,MS,31.5437,-91.3867
Moorestown-Lenola,Moorestown-Lenola,NJ,39.9659,-74.9643
Elizabethton,Elizabethton,TN,36.3367,-82.237
Ozark,Ozark,AL,31.4508,-85.6473
Mercerville,Mercerville,NJ,40.236,-74.6917
Pineville,Pineville,LA,31.3414,-92.4096
Alamo,Alamo,CA,37.8548,-122.0136
Bradley Gardens,Bradley Gardens,NJ,40.5711,-74.6678
Livingston,Livingston,CA,37.3875,-120.7248
Arlington,Arlington,TN,35.2594,-89.668
Wilkinsburg,Wilkinsburg,PA,40.4442,-79.8733
Brookside,Brookside,DE,39.6665,-75.7152
Iona,Iona,FL,26.516,-81.9601
Loganville,Loganville,GA,33.8353,-83.8958
Brandermill,Brandermill,VA,37.434,-77.6522
Chicago Ridge,Chicago Ridge,IL,41.7034,-87.7795
Jericho,Jericho,NY,40.7875,-73.5416
Somerton,Somerton,AZ,32.6007,-114.6994
West Lealman,West Lealman,FL,27.8192,-82.7384
Gantt,Gantt,SC,34.7837,-82.4027
Greenwood,Greenwood,MS,33.5126,-90.1993
North Mankato,North Mankato,MN,44.181,-94.0391
Bainbridge,Bainbridge,GA,30.9052,-84.5732
Jacksonville,Jacksonville,AL,33.8088,-85.7545
Elk Plain,Elk Plain,WA,47.0425,-122.3663
Cedar Lake,Cedar Lake,IN,41.3696,-87.4389
Willowick,Willowick,OH,41.6342,-81.4678
Luling,Luling,LA,29.9008,-90.3523
Bensville,Bensville,MD,38.6176,-77.0077
Midlothian,Midlothian,IL,41.6254,-87.7243
Mill Valley,Mill Valley,CA,37.9086,-122.5421
Chesterton,Chesterton,IN,41.5997,-87.055
Newport,Newport,KY,39.0856,-84.4868
Covington,Covington,GA,33.6049,-83.8463
Hobe Sound,Hobe Sound,FL,27.0729,-80.1425
Huron,Huron,SD,44.3623,-98.2094
Coolidge,Coolidge,AZ,32.9363,-111.5254
Federal Heights,Federal Heights,CO,39.8651,-105.0154
Forest Park,Forest Park,IL,41.8683,-87.8157
Sun Lakes,Sun Lakes,AZ,33.2172,-111.8695
Westmont,Westmont,NJ,39.9082,-75.0551
Shepherdsville,Shepherdsville,KY,37.9813,-85.7007
Dallas,Dallas,GA,33.9152,-84.8416
Lakewood Park,Lakewood Park,FL,27.539,-80.3865
Candelaria,Candelaria,PR,18.4042,-66.2175
College Park,College Park,GA,33.6363,-84.464
Powell,Powell,OH,40.1689,-83.0829
Fergus Falls,Fergus Falls,MN,46.2854,-96.0758
Pierre,Pierre,SD,44.3748,-100.3205
Jacksonville,Jacksonville,TX,31.9642,-95.2617
Kemp Mill,Kemp Mill,MD,39.0412,-77.0215
Oneonta,Oneonta,NY,42.4551,-75.0666
Athens,Athens,TN,35.4573,-84.6045
Allouez,Allouez,WI,44.4721,-88.0259
Indiana,Indiana,PA,40.622,-79.1552
Dunmore,Dunmore,PA,41.4152,-75.6072
Hidalgo,Hidalgo,TX,26.109,-98.2464
Ardmore,Ardmore,PA,40.0033,-75.2947
Jefferson Valley-Yorktown,Jefferson Valley-Yorktown,NY,41.318,-73.8008
East Wenatchee,East Wenatchee,WA,47.4174,-120.2822
New Ulm,New Ulm,MN,44.312,-94.4685
Thonotosassa,Thonotosassa,FL,28.0464,-82.291
Wauconda,Wauconda,IL,42.2749,-88.1359
Verona,Verona,WI,42.9892,-89.5383
Sharonville,Sharonville,OH,39.2825,-84.4071
Circleville,Circleville,OH,39.6063,-82.9334
St. Helens,St. Helens,OR,45.8572,-122.8164
Hawaiian Gardens,Hawaiian Gardens,CA,33.8304,-118.0728
Beach Park,Beach Park,IL,42.426,-87.8583
Lone Tree,Lone Tree,CO,39.5309,-104.8709
Powell,Powell,TN,36.0358,-84.0296
East Milton,East Milton,FL,30.6175,-86.9636
McFarland,McFarland,CA,35.6781,-119.2413
Grass Valley,Grass Valley,CA,39.2238,-121.0522
Roselle Park,Roselle Park,NJ,40.6653,-74.2666
McPherson,McPherson,KS,38.3714,-97.6605
Lyndhurst,Lyndhurst,OH,41.5172,-81.4922
Bothell East,Bothell East,WA,47.8064,-122.1844
Warrenville,Warrenville,IL,41.8209,-88.1857
Wells Branch,Wells Branch,TX,30.4433,-97.679
Camp Pendleton South,Camp Pendleton South,CA,33.2329,-117.393
Waimalu,Waimalu,HI,21.3913,-157.9345
East Cleveland,East Cleveland,OH,41.5317,-81.5794
Destin,Destin,FL,30.395,-86.4701
Royal Kunia,Royal Kunia,HI,21.4053,-158.0318
Huntington,Huntington,VA,38.7916,-77.074
Wood Dale,Wood Dale,IL,41.9668,-87.9808
Shiloh,Shiloh,IL,38.5534,-89.9161
Olean,Olean,NY,42.0819,-78.4321
Hockessin,Hockessin,DE,39.7837,-75.6815
Sunset,Sunset,FL,25.706,-80.353
Beacon,Beacon,NY,41.5036,-73.9655
New Franklin,New Franklin,OH,40.9525,-81.5838
Kettering,Kettering,MD,38.8888,-76.7889
Artondale,Artondale,WA,47.3021,-122.6406
Waycross,Waycross,GA,31.2108,-82.3579
Bellair-Meadowbrook Terrace,Bellair-Meadowbrook Terrace,FL,30.1796,-81.7375
Beachwood,Beachwood,OH,41.4759,-81.503
Worthington,Worthington,MN,43.6281,-95.599
South Sioux City,South Sioux City,NE,42.4627,-96.4125
Sauk Rapids,Sauk Rapids,MN,45.5981,-94.1538
Olympia Heights,Olympia Heights,FL,25.724,-80.3388
Maumee,Maumee,OH,41.5696,-83.6636
Teays Valley,Teays Valley,WV,38.4482,-81.9246
Lakeland,Lakeland,TN,35.2585,-89.7308
Forest Hill,Forest Hill,TX,32.6619,-97.2662
Channahon,Channahon,IL,41.421,-88.2599
